point,total_visit_count,positive_visit_count,median_positives_count,median_descent_slope,median_descent_depth,median_descent_length,median_mean_per_step_decrease,positive_prevalence
LH - 5 - e,1,1,3.0,-190.0,190.0,2.0,190.0,1.0
RF - 1 - e,1,0,,,,,,0.0
RF - 2 - e,1,1,4.0,-197.91666666666666,395.83333333333337,3.0,197.91666666666669,1.0
RH - 1 - c,1,1,1.0,-376.19047619047626,376.19047619047626,2.0,376.19047619047626,1.0
RH - 2 - i,1,0,,,,,,0.0
