point,total_visit_count,positive_visit_count,median_positives_count,median_descent_slope,median_descent_depth,median_descent_length,median_mean_per_step_decrease,positive_prevalence
LF - 2 - c,1,1,1.0,-61.111111111111086,61.111111111111086,2.0,61.111111111111086,1.0
LH - 1 - c,1,1,18.0,-170.0,40.0,1.5,20.0,1.0
RF - 3 - i,1,1,4.0,-125.0,142.5,2.0,82.5,1.0
RH - 2 - c,1,1,25.0,-240.0,0.0,1.0,0.0,1.0
