point,total_visit_count,positive_visit_count,median_positives_count,median_descent_slope,median_descent_depth,median_descent_length,median_mean_per_step_decrease,positive_prevalence
LF - 1 - e,1,1,4.0,-296.875,175.0,1.5,87.5,1.0
LF - 2 - e,1,1,1.0,,0.0,1.0,0.0,1.0
LH - 2 - i,1,0,,,,,,0.0
RF - 4 - e,1,0,,,,,,0.0
RH - 5 - e,1,1,1.0,,0.0,1.0,0.0,1.0
