point,total_visit_count,positive_visit_count,median_positives_count,median_descent_slope,median_descent_depth,median_descent_length,median_mean_per_step_decrease,positive_prevalence
LF - 2 - e,1,1,1.0,,0.0,1.0,0.0,1.0
LH - 2 - i,1,1,4.0,-125.00000000000006,262.5,3.0,125.00000000000003,1.0
LH - 5 - e,1,0,,,,,,0.0
RF - 2 - e,1,1,1.0,-80.0,357.1428571428571,5.0,89.28571428571428,1.0
RH - 2 - i,1,1,2.0,-142.5,185.0,2.5,142.5,1.0
RH - 5 - e,1,1,8.0,-287.5,228.125,2.0,135.9375,1.0
