point,total_visit_count,positive_visit_count,median_positives_count,median_descent_slope,median_descent_depth,median_descent_length,median_mean_per_step_decrease,positive_prevalence
LF - 1 - e,1,0,,,,,,0.0
LH - 1 - c,1,1,3.0,-110.52631578947367,68.42105263157899,2.0,68.42105263157899,1.0
LH - 4 - c,1,1,3.0,-120.5882352941176,47.05882352941171,2.0,47.05882352941171,1.0
LH - 4 - i,1,1,3.0,-123.52941176470586,152.94117647058832,2.0,123.52941176470591,1.0
RF - 1 - i,1,0,,,,,,0.0
RH - 4 - e,1,1,1.0,-95.45454545454554,190.90909090909102,3.0,95.45454545454551,1.0
RH - 5 - e,1,1,1.0,-213.63636363636357,213.6363636363636,2.0,213.6363636363636,1.0
RH - 5 - i,1,0,,,,,,0.0
